movie,original_title,genres,directors,production_budget,domestic_gross,worldwide_gross,TN_year,TN_month
Loving,Loving,"Biography,Drama,Romance",nm2158772,9000000.0,7710234.0,12898064.0,2016,Nov
The Sapphires,The Sapphires,"Biography,Comedy,Drama",nm0992370,9000000.0,2450867.0,20395040.0,2013,Mar
Greater,Greater,"Biography,Family,Sport",nm2096090,9000000.0,2000093.0,2000093.0,2016,Aug
Destroyer,Destroyer,"Action,Crime,Drama",nm0476201,9000000.0,1533324.0,3681096.0,2018,Dec
Dheepan,Dheepan,"Crime,Drama",nm0002191,9000000.0,248795.0,7704357.0,2016,May
Skin Trade,Skin Trade,"Action,Crime,Thriller",nm0879960,9000000.0,1242.0,1242.0,2015,May
Skin Trade,Skin Trade,Documentary,nm2653712,9000000.0,1242.0,1242.0,2015,May
Polisse,Polisse,"Crime,Drama",nm0494069,8900000.0,176988.0,22744132.0,2012,May
Heist,Heist,Action,nm5614101,8900000.0,50136.0,3324131.0,2015,Nov
Heist,Heist,"Action,Crime,Drama",nm9318532,8900000.0,50136.0,3324131.0,2015,Nov
Heist,Heist,"Action,Crime,Thriller",nm1470993,8900000.0,50136.0,3324131.0,2015,Nov
Manchester by the Sea,Manchester by the Sea,Drama,nm0518836,8500000.0,47695371.0,77733867.0,2016,Nov
Nightcrawler,Nightcrawler,"Crime,Drama,Thriller",nm0319659,8500000.0,32381218.0,50334418.0,2014,Oct
Baggage Claim,Baggage Claim,Comedy,nm0847859,8500000.0,21569509.0,22885836.0,2013,Sep
Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,"Comedy,Family",nm0139867,8500000.0,20007149.0,23311293.0,2016,Oct
The Rover,The Rover,"Action,Crime,Drama",nm2391575,8500000.0,1109199.0,3180252.0,2014,Jun
Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,"Comedy,Drama,Musical",nm2209781,8300000.0,3827466.0,50827466.0,2013,May
Easy A,Easy A,"Comedy,Drama,Romance",nm0323239,8000000.0,58401464.0,76200721.0,2010,Sep
The Intruder,The Intruder,"Drama,Horror,Mystery",nm1938064,8000000.0,35095904.0,36005871.0,2019,May
50/50,50/50,"Comedy,Drama,Romance",nm1349522,8000000.0,35016118.0,41334735.0,2011,Sep
50/50,50/50,Documentary,"nm3566172,nm4102039",8000000.0,35016118.0,41334735.0,2011,Sep
A Walk in the Woods,A Walk in the Woods,"Adventure,Biography,Comedy",nm0477129,8000000.0,29499394.0,37119358.0,2015,Sep
That Awkward Moment,That Awkward Moment,"Comedy,Romance",nm3230448,8000000.0,26068955.0,53068955.0,2014,Jan
Enough Said,Enough Said,"Comedy,Drama,Romance",nm0392237,8000000.0,17550872.0,25621449.0,2013,Sep
Begin Again,Begin Again,"Comedy,Drama,Music",nm0138809,8000000.0,16170632.0,68838736.0,2014,Jun
Begin Again,Begin Again,"Drama,Family","nm3371870,nm2495038",8000000.0,16170632.0,68838736.0,2014,Jun
Prom,Prom,"Comedy,Drama,Family",nm0638271,8000000.0,10130219.0,10763183.0,2011,Apr
Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,"Comedy,Drama,Romance",nm0004234,8000000.0,6758416.0,9266180.0,2015,Jun
It's Kind of a Funny Story,It's Kind of a Funny Story,"Comedy,Drama,Romance","nm0281396,nm1349818",8000000.0,6363628.0,6632950.0,2010,Oct
Morgan,Morgan,"Action,Horror,Sci-Fi",nm0779524,8000000.0,3915251.0,7298786.0,2016,Sep
Morgan,Morgan,"Drama,Romance",nm0015214,8000000.0,3915251.0,7298786.0,2016,Sep
Anomalisa,Anomalisa,"Animation,Comedy,Drama","nm2122478,nm0442109",8000000.0,3759286.0,5706168.0,2015,Dec
Another Year,Another Year,"Comedy,Drama",nm0005139,8000000.0,3205706.0,20005613.0,2010,Dec
Lean on Pete,Lean on Pete,"Adventure,Drama",nm0354091,8000000.0,1163056.0,2455027.0,2018,Apr
Made in Dagenham,Made in Dagenham,"Biography,Comedy,Drama",nm0170719,8000000.0,1095369.0,15644196.0,2010,Nov
El Chicano,El Chicano,Drama,nm0004554,8000000.0,700261.0,700261.0,2019,May
London Fields,London Fields,"Crime,Mystery,Thriller",nm3810122,8000000.0,252676.0,433732.0,2018,Oct
Restless,Restless,"Documentary,Drama",nm3527520,8000000.0,163753.0,2772511.0,2011,Sep
Restless,Restless,Drama,nm7786988,8000000.0,163753.0,2772511.0,2011,Sep
Restless,Restless,Drama,"nm8860397,nm8860399,nm6611628,nm8860398",8000000.0,163753.0,2772511.0,2011,Sep
Restless,Restless,"Drama,Romance",nm0001814,8000000.0,163753.0,2772511.0,2011,Sep
Restless,Restless,"Drama,Thriller",nm2486735,8000000.0,163753.0,2772511.0,2011,Sep
Wild Target,Wild Target,"Action,Comedy,Crime",nm0528718,8000000.0,109338.0,5314194.0,2010,Oct
Wuthering Heights,Wuthering Heights,"Drama,Romance",nm0036349,8000000.0,100915.0,2721534.0,2012,Oct
Wuthering Heights,Wuthering Heights,"Horror,Romance",nm7194080,8000000.0,100915.0,2721534.0,2012,Oct
A Street Cat Named Bob,A Street Cat Named Bob,"Biography,Comedy,Drama",nm0006854,8000000.0,82703.0,17382693.0,2016,Nov
Aloft,Aloft,Drama,nm2013191,8000000.0,53086.0,237688.0,2015,May
Loin des hommes,Loin des hommes,"Drama,War,Western",nm1190532,7700000.0,5336.0,1080428.0,2015,Apr
Albert Nobbs,Albert Nobbs,"Drama,Romance",nm0006554,7500000.0,3014696.0,8539003.0,2011,Dec
The Neon Demon,The Neon Demon,"Horror,Thriller",nm0716347,7500000.0,1333124.0,3559803.0,2016,Jun
The Bye Bye Man,The Bye Bye Man,"Drama,Fantasy,Horror",nm0864468,7400000.0,22395806.0,31187727.0,2017,Jan
3,3,"Comedy,Drama",nm0831526,7200000.0,59774.0,295492.0,2011,Sep
3,3,"Comedy,Drama,Romance",nm0878756,7200000.0,59774.0,295492.0,2011,Sep
3,3,Documentary,nm7835704,7200000.0,59774.0,295492.0,2011,Sep
3,3,Drama,"nm8196935,nm8196934",7200000.0,59774.0,295492.0,2011,Sep
3,3,"Drama,Mystery,Romance",nm1957070,7200000.0,59774.0,295492.0,2011,Sep
3,3,"Horror,Mystery,Thriller",nm4840973,7200000.0,59774.0,295492.0,2011,Sep
Magic Mike,Magic Mike,"Comedy,Drama",nm0001752,7000000.0,113721571.0,170549753.0,2012,Jun
I Can Only Imagine,I Can Only Imagine,"Biography,Drama,Family","nm2296528,nm3401779",7000000.0,83482352.0,85604221.0,2018,Mar
Five Feet Apart,Five Feet Apart,"Drama,Romance",nm1682573,7000000.0,45729221.0,80504421.0,2019,Mar
Jumping the Broom,Jumping the Broom,"Comedy,Drama",nm0015328,7000000.0,37295394.0,38158601.0,2011,May
Gifted,Gifted,Documentary,nm4782188,7000000.0,24801212.0,36964656.0,2017,Apr
Gifted,Gifted,Drama,nm1989536,7000000.0,24801212.0,36964656.0,2017,Apr
Dope,Dope,"Comedy,Crime,Drama",nm0266622,7000000.0,17506470.0,18190831.0,2015,Jun
Devil's Due,Devil's Due,"Horror,Mystery,Thriller","nm2366012,nm2419470",7000000.0,15821461.0,36146087.0,2014,Jan
Beyond the Lights,Beyond the Lights,"Drama,Music,Romance",nm0697656,7000000.0,14618727.0,14618727.0,2014,Nov
Cyrus,Cyrus,"Comedy,Drama,Romance","nm0243231,nm0243233",7000000.0,7468936.0,10062896.0,2010,Jun
Cyrus,Cyrus,"Crime,Horror,Mystery",nm1067375,7000000.0,7468936.0,10062896.0,2010,Jun
Somewhere,Somewhere,"Comedy,Drama",nm0001068,7000000.0,1785645.0,17023121.0,2010,Dec
We Need to Talk About Kevin,We Need to Talk About Kevin,"Drama,Mystery,Thriller",nm0708903,7000000.0,1738692.0,10765283.0,2012,Jan
The Christmas Candle,The Christmas Candle,"Drama,Family",nm0827268,7000000.0,1632000.0,1933829.0,2013,Nov
Freeheld,Freeheld,"Biography,Drama,Romance",nm0813164,7000000.0,546201.0,1732228.0,2015,Oct
Dom Hemingway,Dom Hemingway,"Comedy,Crime,Drama",nm0791672,7000000.0,523511.0,1857458.0,2014,Apr
The Extra Man,The Extra Man,Comedy,"nm0075849,nm0700301",7000000.0,453377.0,492108.0,2010,Jul
Hesher,Hesher,"Comedy,Crime,Drama",nm1127632,7000000.0,382946.0,382946.0,2011,May
Ca$h,Ca$h,"Crime,Thriller",nm0027465,7000000.0,46488.0,46488.0,2010,Mar
Trudno byt bogom,Trudno byt bogom,"Drama,Sci-Fi",nm0314516,7000000.0,31443.0,41038.0,2015,Jan
House at the End of the Street,House at the End of the Street,"Drama,Horror,Thriller",nm0867127,6900000.0,31611916.0,44103982.0,2012,Sep
Incendies,Incendies,"Drama,Mystery,War",nm0898288,6800000.0,6857096.0,16038343.0,2010,Sep
Annabelle,Annabelle,"Horror,Mystery,Thriller",nm0502954,6500000.0,84273813.0,256862920.0,2014,Oct
Same Kind of Different as Me,Same Kind of Different as Me,"Biography,Drama",nm5282204,6500000.0,6423605.0,6423605.0,2017,Oct
Shame,Shame,Drama,nm2588606,6500000.0,4002293.0,20412841.0,2011,Dec
The East,The East,"Adventure,Drama,Thriller",nm2610231,6500000.0,2274649.0,3027956.0,2013,May
Breaking In,Breaking In,"Action,Crime,Drama",nm0574625,6000000.0,46840590.0,51411620.0,2018,May
Unplanned,Unplanned,"Biography,Drama","nm0465484,nm0813301",6000000.0,18107621.0,18107621.0,2019,Mar
The Prodigy,The Prodigy,"Horror,Thriller",nm1130275,6000000.0,14856291.0,19789712.0,2019,Feb
The Possession of Hannah Grace,The Possession of Hannah Grace,"Horror,Mystery,Thriller",nm1082611,6000000.0,14836174.0,42785387.0,2018,Nov
The Words,The Words,"Drama,Mystery,Romance","nm0460206,nm1600872",6000000.0,11494838.0,16369708.0,2012,Sep
The Lady in the Van,The Lady in the Van,"Biography,Comedy,Drama",nm0405336,6000000.0,10021175.0,42320503.0,2016,Jan
Bernie,Bernie,"Biography,Comedy,Crime",nm0000500,6000000.0,9204489.0,10106975.0,2012,Apr
Bernie,Bernie,Family,nm8337516,6000000.0,9204489.0,10106975.0,2012,Apr
Casa de mi Padre,Casa de mi Padre,"Comedy,Western",nm0682126,6000000.0,5909483.0,8446952.0,2012,Mar
The Guard,The Guard,"Comedy,Crime,Thriller",nm0567620,6000000.0,5359774.0,21197454.0,2011,Jul
Wish I Was Here,Wish I Was Here,"Comedy,Drama",nm0103785,6000000.0,3591299.0,6591365.0,2014,Jul
Veronica Mars,Veronica Mars,"Crime,Drama,Mystery",nm0859432,6000000.0,3322127.0,3485383.0,2014,Mar
Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,"Drama,History",nm0911061,6000000.0,1348205.0,11348205.0,2011,Jul
Mandy,Mandy,"Action,Fantasy,Horror",nm0181903,6000000.0,1214525.0,1427656.0,2018,Sep
Mandy,Mandy,"Drama,Thriller",nm5926184,6000000.0,1214525.0,1427656.0,2018,Sep
The 5th Quarter,The 5th Quarter,"Biography,Drama,Sport",nm0081279,6000000.0,408159.0,408159.0,2011,Mar
Deadfall,Deadfall,"Crime,Drama,Thriller",nm0752328,6000000.0,66351.0,1673635.0,2012,Dec
Song One,Song One,"Drama,Music",nm2293399,6000000.0,32251.0,437089.0,2015,Jan
Trade of Innocents,Trade of Innocents,"Drama,Thriller",nm1140844,5800000.0,15091.0,15091.0,2012,Oct
Standing Ovation,Standing Ovation,Musical,nm0706296,5600000.0,531806.0,531806.0,2010,Jul
Khiladi 786,Khiladi 786,"Action,Comedy",nm2411665,5600000.0,385422.0,14683763.0,2012,Dec
Don Jon,Don Jon,"Comedy,Drama,Romance",nm0330687,5500000.0,24477704.0,41268579.0,2013,Sep
Hell Fest,Hell Fest,Horror,nm0687427,5500000.0,11107431.0,18119231.0,2018,Sep
Le Havre,Le Havre,"Comedy,Drama",nm0442454,5500000.0,611709.0,13480196.0,2011,Oct
Salvation Boulevard,Salvation Boulevard,"Action,Comedy,Drama",nm0711807,5500000.0,28468.0,28468.0,2011,Jul
R100,R100,"Comedy,Drama",nm1035719,5500000.0,24956.0,24956.0,2015,Jan
Hodejegerne,Hodejegerne,"Action,Crime,Thriller",nm0878763,5250000.0,1200010.0,20188740.0,2012,Apr
Dum Maaro Dum,Dum Maaro Dum,"Action,Crime,Drama",nm1391682,5200000.0,564489.0,11633427.0,2011,Apr
Get Out,Get Out,"Horror,Mystery,Thriller",nm1443502,5000000.0,176040665.0,255367951.0,2017,Feb
Split,Split,"Action,Drama,Sport",nm8509498,5000000.0,138141585.0,278964806.0,2017,Jan
Split,Split,"Comedy,Romance,Sport",nm1406121,5000000.0,138141585.0,278964806.0,2017,Jan
Split,Split,Crime,nm3334461,5000000.0,138141585.0,278964806.0,2017,Jan
Split,Split,Drama,nm4197711,5000000.0,138141585.0,278964806.0,2017,Jan
Split,Split,"Drama,Fantasy",nm1380487,5000000.0,138141585.0,278964806.0,2017,Jan
Split,Split,"Horror,Thriller",nm0796117,5000000.0,138141585.0,278964806.0,2017,Jan
Paranormal Activity 3,Paranormal Activity 3,"Horror,Mystery,Thriller","nm1413364,nm1160962",5000000.0,104028807.0,207039844.0,2011,Oct
10 Cloverfield Lane,10 Cloverfield Lane,"Drama,Horror,Mystery",nm0870469,5000000.0,72082999.0,108286422.0,2016,Mar
Lights Out,Lights Out,Documentary,nm7839341,5000000.0,67268835.0,148806510.0,2016,Jul
Lights Out,Lights Out,Drama,nm1581380,5000000.0,67268835.0,148806510.0,2016,Jul
Lights Out,Lights Out,Drama,nm5455750,5000000.0,67268835.0,148806510.0,2016,Jul
Lights Out,Lights Out,"Drama,Horror,Mystery",nm2497546,5000000.0,67268835.0,148806510.0,2016,Jul
The Visit,The Visit,"Comedy,Drama,Romance",nm3814586,5000000.0,65206105.0,98677816.0,2015,Sep
The Visit,The Visit,Documentary,nm1378517,5000000.0,65206105.0,98677816.0,2015,Sep
The Visit,The Visit,"Documentary,Drama",nm4270949,5000000.0,65206105.0,98677816.0,2015,Sep
The Visit,The Visit,"Horror,Mystery,Thriller",nm0796117,5000000.0,65206105.0,98677816.0,2015,Sep
The Visit,The Visit,Thriller,nm1917286,5000000.0,65206105.0,98677816.0,2015,Sep
Happy Death Day,Happy Death Day,"Horror,Mystery,Thriller",nm0484907,5000000.0,55683845.0,125010260.0,2017,Oct
Paranormal Activity 4,Paranormal Activity 4,"Horror,Mystery,Thriller","nm1160962,nm1413364",5000000.0,53900335.0,142817992.0,2012,Oct
Ouija,Ouija,"Horror,Mystery,Thriller",nm0925482,5000000.0,50856010.0,103300632.0,2014,Oct
The Gift,The Gift,"Animation,Drama",nm2754274,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,"Biography,Documentary,Sport",nm9372164,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Documentary,"nm0509028,nm0134521,nm0995606",5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Documentary,nm10153698,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Documentary,nm1272136,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Drama,"nm0785150,nm0630195",5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Drama,nm0808527,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Drama,nm1713558,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Drama,nm2538739,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Drama,nm7100631,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,"Drama,Mystery,Thriller",nm0249291,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,"Drama,Romance",nm4734316,5000000.0,43787265.0,58978477.0,2015,Aug
The Gift,The Gift,Romance,nm2776242,5000000.0,43787265.0,58978477.0,2015,Aug
The Big Sick,The Big Sick,"Comedy,Drama,Romance",nm0795290,5000000.0,42872467.0,53972860.0,2017,Jun
Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",nm0484907,5000000.0,32462372.0,90904854.0,2014,Jan
Oculus,Oculus,"Horror,Mystery",nm1093039,5000000.0,27695246.0,44115496.0,2014,Apr
Dallas Buyers Club,Dallas Buyers Club,"Biography,Drama",nm0885249,5000000.0,27298285.0,60611845.0,2013,Nov
No Escape,No Escape,"Action,Thriller",nm0235719,5000000.0,27288872.0,42844516.0,2015,Aug
No Escape,No Escape,"Documentary,Music",nm5210433,5000000.0,27288872.0,42844516.0,2015,Aug
The Lazarus Effect,The Lazarus Effect,"Horror,Mystery,Sci-Fi",nm0312173,5000000.0,25801570.0,38359310.0,2015,Feb
Our Idiot Brother,Our Idiot Brother,"Comedy,Drama",nm0673400,5000000.0,24814830.0,25861249.0,2011,Aug
The Strangers: Prey at Night,The Strangers: Prey at Night,Horror,nm1266897,5000000.0,24431472.0,29960051.0,2018,Mar
The Way Way Back,The Way Way Back,"Comedy,Drama","nm0269542,nm0711110",5000000.0,21502690.0,26853810.0,2013,Jul
"As Above, So Below","As Above, So Below","Adventure,Horror,Mystery",nm0235719,5000000.0,21222315.0,41824066.0,2014,Aug
"As Above, So Below","As Above, So Below","Animation,Documentary,Sci-Fi",nm10160391,5000000.0,21222315.0,41824066.0,2014,Aug
"As Above, So Below","As Above, So Below",Documentary,nm1502645,5000000.0,21222315.0,41824066.0,2014,Aug
Race,Race,"Biography,Documentary,History",nm2754289,5000000.0,19115191.0,23745772.0,2016,Feb
Race,Race,"Biography,Drama,Sport",nm0394280,5000000.0,19115191.0,23745772.0,2016,Feb
Race,Race,Drama,nm2778352,5000000.0,19115191.0,23745772.0,2016,Feb
Still Alice,Still Alice,Drama,"nm0922903,nm0322144",5000000.0,18656400.0,41699612.0,2015,Jan
Apollo 18,Apollo 18,"Horror,Mystery,Sci-Fi",nm1018426,5000000.0,17686929.0,26517819.0,2011,Sep
"Paul, Apostle of Christ","Paul, Apostle of Christ","Adventure,Biography,Drama",nm1358366,5000000.0,17547999.0,25529498.0,2018,Mar
Addicted,Addicted,Comedy,nm7864189,5000000.0,17390770.0,17499242.0,2014,Oct
Addicted,Addicted,"Documentary,Music",nm5356389,5000000.0,17390770.0,17499242.0,2014,Oct
Addicted,Addicted,Drama,nm9027632,5000000.0,17390770.0,17499242.0,2014,Oct
Addicted,Addicted,"Drama,Thriller",nm0937306,5000000.0,17390770.0,17499242.0,2014,Oct
Spring Breakers,Spring Breakers,"Comedy,Crime,Drama",nm0005101,5000000.0,14124286.0,31149251.0,2013,Mar
It Comes at Night,It Comes at Night,"Horror,Mystery",nm4099092,5000000.0,13985117.0,19720203.0,2017,Jun
Before I Fall,Before I Fall,"Drama,Fantasy,Mystery",nm1735543,5000000.0,12241072.0,18945682.0,2017,Mar
Fifty Shades of Black,Fifty Shades of Black,Comedy,nm1639277,5000000.0,11686940.0,22113075.0,2016,Jan
The Belko Experiment,The Belko Experiment,"Horror,Thriller",nm0572562,5000000.0,10166820.0,11792942.0,2017,Mar
The Perfect Match,The Perfect Match,"Biography,Documentary,Family",nm6194652,5000000.0,9669521.0,10182050.0,2016,Mar
The Perfect Match,The Perfect Match,"Comedy,Romance",nm0937306,5000000.0,9669521.0,10182050.0,2016,Mar
The Perfect Match,The Perfect Match,Romance,nm1642941,5000000.0,9669521.0,10182050.0,2016,Mar
Fahrenheit 11/9,Fahrenheit 11/9,Documentary,nm0601619,5000000.0,6352306.0,6653715.0,2018,Sep
Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,Documentary,"nm3654605,nm0904449",5000000.0,6096582.0,16515203.0,2010,May
90 Minutes in Heaven,90 Minutes in Heaven,Drama,nm0689187,5000000.0,4816142.0,4816142.0,2015,Sep
Incarnate,Incarnate,"Horror,Thriller",nm0679031,5000000.0,4799774.0,9371036.0,2016,Dec
Table 19,Table 19,"Comedy,Drama,Romance",nm0998825,5000000.0,3614896.0,4620399.0,2017,Mar
Green Room,Green Room,"Horror,Music,Thriller",nm1099918,5000000.0,3220371.0,3807503.0,2016,Apr
Thoroughbreds,Thoroughbreds,"Comedy,Crime,Drama",nm8083973,5000000.0,3072605.0,3187302.0,2018,Mar
The Other Side of the Door,The Other Side of the Door,Drama,nm3777641,5000000.0,3000342.0,12905107.0,2016,Mar
The Other Side of the Door,The Other Side of the Door,Horror,nm1266897,5000000.0,3000342.0,12905107.0,2016,Mar
Everything Must Go,Everything Must Go,"Comedy,Drama",nm3656297,5000000.0,2712131.0,2821010.0,2011,May
Kill the Messenger,Kill the Messenger,"Biography,Crime,Drama",nm0191147,5000000.0,2450846.0,6656705.0,2014,Oct
Rabbit Hole,Rabbit Hole,Drama,nm0593463,5000000.0,2229058.0,6205034.0,2010,Dec
Jem and the Holograms,Jem and the Holograms,"Adventure,Drama,Family",nm0160840,5000000.0,2184640.0,2368937.0,2015,Oct
Paterson,Paterson,"Comedy,Drama,Romance",nm0000464,5000000.0,2141423.0,10727536.0,2016,Dec
Ain't Them Bodies Saints,Ain't Them Bodies Saints,"Crime,Drama,Romance",nm1108007,5000000.0,391611.0,1075009.0,2013,Aug
Cop Car,Cop Car,"Crime,Thriller",nm1218281,5000000.0,134552.0,143658.0,2015,Aug
Rudderless,Rudderless,"Comedy,Drama,Music",nm0000513,5000000.0,56001.0,567219.0,2014,Oct
Area 51,Area 51,"Horror,Sci-Fi,Thriller",nm2305431,5000000.0,7556.0,7556.0,2015,May
Mommy,Mommy,Drama,,4900000.0,3498695.0,17536004.0,2015,Jan
Mommy,Mommy,Drama,nm0230859,4900000.0,3498695.0,17536004.0,2015,Jan
The Awakening,The Awakening,"Horror,Thriller",nm0745395,4900000.0,95933.0,6924321.0,2012,Aug
The Awakening,The Awakening,"Horror,Thriller",nm1960322,4900000.0,95933.0,6924321.0,2012,Aug
The Awakening,The Awakening,Thriller,nm2069599,4900000.0,95933.0,6924321.0,2012,Aug
The Awakening,The Awakening,Thriller,"nm8893600,nm2702418",4900000.0,95933.0,6924321.0,2012,Aug
Only God Forgives,Only God Forgives,"Crime,Drama",nm0716347,4800000.0,775849.0,4494560.0,2013,Jul
Take Shelter,Take Shelter,"Drama,Horror,Thriller",nm2158772,4750000.0,1728953.0,4972016.0,2011,Sep
Barfi,Barfi,"Comedy,Romance",nm5852684,4600000.0,2804874.0,36751984.0,2012,Sep
Le nom des gens,Le nom des gens,"Comedy,Drama,Romance",nm1098171,4600000.0,514237.0,9261711.0,2011,Jun
The Lobster,The Lobster,"Comedy,Drama,Romance",nm0487166,4500000.0,9196278.0,18019834.0,2016,Mar
Life During Wartime,Life During Wartime,"Documentary,History",nm0392850,4500000.0,281447.0,281447.0,2010,Jul
Blackthorn,Blackthorn,"Action,Adventure,Western",nm0317834,4500000.0,200558.0,1217307.0,2011,Oct
Maggie,Maggie,Drama,nm8965400,4500000.0,187112.0,1027760.0,2015,May
Maggie,Maggie,"Drama,Horror",nm3918746,4500000.0,187112.0,1027760.0,2015,May
The Sweeney,The Sweeney,"Action,Crime,Drama",nm0522393,4500000.0,26345.0,8000366.0,2013,Mar
Falcon Rising,Falcon Rising,"Action,Adventure",nm0053228,4500000.0,11774.0,11774.0,2014,Sep
Animal Kingdom,Animal Kingdom,"Crime,Drama",nm2391575,4200000.0,1044039.0,8078683.0,2010,Aug
Animal Kingdom,Animal Kingdom,"Drama,Fantasy,Horror",nm3589038,4200000.0,1044039.0,8078683.0,2010,Aug
The Boy Next Door,The Boy Next Door,"Horror,Thriller",nm0003418,4000000.0,36006065.0,53401938.0,2015,Jan
Boyhood,Boyhood,Drama,nm0000500,4000000.0,25379975.0,57273049.0,2014,Jul
The Kids Are All Right,The Kids Are All Right,"Comedy,Drama,Romance",nm0158966,4000000.0,20811365.0,36275469.0,2010,Jul
A Haunted House 2,A Haunted House 2,"Comedy,Fantasy",nm1639277,4000000.0,17329487.0,21206861.0,2014,Apr
The Last Exorcism Part II,The Last Exorcism Part II,"Drama,Horror,Thriller",nm1424878,4000000.0,15179303.0,25448707.0,2013,Mar
The Darkness,The Darkness,"Horror,Thriller",nm0572562,4000000.0,10753574.0,10898293.0,2016,May
Samsara,Samsara,"Documentary,Music",nm0294825,4000000.0,2672413.0,5966671.0,2012,Aug
The Art of Getting By,The Art of Getting By,"Drama,Romance",nm1026883,4000000.0,1430241.0,1989035.0,2011,Jun
Red State,Red State,"Action,Crime,Horror",nm0003620,4000000.0,1065429.0,1983596.0,2011,Sep
Holy Motors,Holy Motors,"Drama,Fantasy",nm0136021,4000000.0,641054.0,4230426.0,2012,Oct
The Signal,The Signal,"Drama,Mystery,Sci-Fi",nm1827931,4000000.0,600896.0,2665322.0,2014,Jun
The Face of Love,The Face of Love,"Drama,Mystery,Romance",nm1242062,4000000.0,385069.0,1158877.0,2014,Mar
Joe,Joe,"Biography,Documentary","nm6375012,nm3395112",4000000.0,373375.0,373375.0,2014,Apr
Joe,Joe,"Crime,Drama",nm0337773,4000000.0,373375.0,373375.0,2014,Apr
Joe,Joe,Documentary,nm5933464,4000000.0,373375.0,373375.0,2014,Apr
Joe,Joe,Drama,nm7130374,4000000.0,373375.0,373375.0,2014,Apr
Late Night,Late Night,"Comedy,Drama",nm0304091,4000000.0,246305.0,246305.0,2019,Jun
Desert Dancer,Desert Dancer,"Biography,Drama,Music",nm1995070,4000000.0,155271.0,596335.0,2015,Apr
Manglehorn,Manglehorn,Drama,nm0337773,4000000.0,132270.0,797439.0,2015,Jun
Trust,Trust,"Crime,Drama",nm9144974,4000000.0,120016.0,120016.0,2011,Apr
Trust,Trust,"Crime,Drama,Thriller",nm0001710,4000000.0,120016.0,120016.0,2011,Apr
Trust,Trust,Drama,nm0071003,4000000.0,120016.0,120016.0,2011,Apr
Trust,Trust,Drama,nm4399741,4000000.0,120016.0,120016.0,2011,Apr
Trust,Trust,"Drama,Mystery",nm6945434,4000000.0,120016.0,120016.0,2011,Apr
Stake Land,Stake Land,"Drama,Horror,Sci-Fi",nm0585344,4000000.0,33245.0,679482.0,2011,Apr
Praia do Futuro,Praia do Futuro,"Drama,Romance",nm0014694,4000000.0,20620.0,760678.0,2015,Feb
13 Sins,13 Sins,"Horror,Thriller",nm0821844,4000000.0,9134.0,47552.0,2014,Apr
Another Happy Day,Another Happy Day,"Comedy,Drama",nm0506094,4000000.0,9120.0,978527.0,2011,Nov
Inescapable,Inescapable,"Action,Drama,Mystery",nm0618779,4000000.0,4327.0,4327.0,2013,Feb
Hevi reissu,Hevi reissu,"Comedy,Music","nm4788566,nm2438561",3800000.0,10153.0,10153.0,2018,Oct
Four Lions,Four Lions,"Comedy,Crime,Drama",nm0606439,3750000.0,310007.0,2436111.0,2010,Nov
Truth or Dare,Truth or Dare,"Comedy,Drama,Romance","nm8969628,nm8408560",3500000.0,41411015.0,95127344.0,2018,Apr
Truth or Dare,Truth or Dare,"Horror,Mystery",nm1042372,3500000.0,41411015.0,95127344.0,2018,Apr
Truth or Dare,Truth or Dare,"Horror,Romance,Thriller",nm1491669,3500000.0,41411015.0,95127344.0,2018,Apr
Truth or Dare,Truth or Dare,"Horror,Thriller",nm0905592,3500000.0,41411015.0,95127344.0,2018,Apr
Truth or Dare,Truth or Dare,"Horror,Thriller",nm2781723,3500000.0,41411015.0,95127344.0,2018,Apr
The Witch,The Witch,Horror,nm10029042,3500000.0,25138705.0,40454520.0,2016,Feb
Winchester,Winchester,"Biography,Drama,Fantasy","nm1294962,nm1294961",3500000.0,25091816.0,44378040.0,2018,Feb
Dark Skies,Dark Skies,"Horror,Sci-Fi,Thriller",nm0829820,3500000.0,17418667.0,27704111.0,2013,Feb
Forever My Girl,Forever My Girl,"Drama,Music,Romance",nm0039192,3500000.0,16376066.0,16376066.0,2018,Jan
